1,1090,0,0.015625,1,1,0
5,1091,0.5,0.51562,1,1,0
2,1092,0,0.015625,2,1,0
6,1093,0.5,0.51562,2,1,0
3,1094,0,0.015625,3,1,0
7,1095,0.5,0.51562,3,1,0
4,1096,0,0.015625,4,1,0
8,1097,0.5,0.51562,4,1,0
10,1098,0.25,0.26562,1,1,0
11,1099,0.75,0.76562,1,1,0
12,1100,0.25,0.26562,2,1,0
13,1101,0.75,0.76562,2,1,0
14,1102,0.25,0.26562,3,1,0
15,1103,0.75,0.76562,3,1,0
16,1104,0.25,0.26562,4,1,0
17,1105,0.75,0.76562,4,1,0
26,1106,0.125,0.14062,1,1,0
27,1107,0.625,0.64062,1,1,0
28,1108,0.125,0.14062,2,1,0
29,1109,0.625,0.64062,2,1,0
30,1110,0.125,0.14062,3,1,0
31,1111,0.625,0.64062,3,1,0
32,1112,0.125,0.14062,4,1,0
33,1113,0.625,0.64062,4,1,0
34,1114,0.375,0.39062,1,1,0
35,1115,0.875,0.89062,1,1,0
36,1116,0.375,0.39062,2,1,0
37,1117,0.875,0.89062,2,1,0
38,1118,0.375,0.39062,3,1,0
39,1119,0.875,0.89062,3,1,0
40,1120,0.375,0.39062,4,1,0
41,1121,0.875,0.89062,4,1,0
82,1122,0.0625,0.078125,1,1,0
83,1123,0.5625,0.57812,1,1,0
84,1124,0.0625,0.078125,2,1,0
85,1125,0.5625,0.57812,2,1,0
86,1126,0.0625,0.078125,3,1,0
87,1127,0.5625,0.57812,3,1,0
88,1128,0.0625,0.078125,4,1,0
89,1129,0.5625,0.57812,4,1,0
90,1130,0.3125,0.32812,1,1,0
91,1131,0.8125,0.82812,1,1,0
92,1132,0.3125,0.32812,2,1,0
93,1133,0.8125,0.82812,2,1,0
94,1134,0.3125,0.32812,3,1,0
95,1135,0.8125,0.82812,3,1,0
96,1136,0.3125,0.32812,4,1,0
97,1137,0.8125,0.82812,4,1,0
98,1138,0.1875,0.20312,1,1,0
99,1139,0.6875,0.70312,1,1,0
100,1140,0.1875,0.20312,2,1,0
101,1141,0.6875,0.70312,2,1,0
102,1142,0.1875,0.20312,3,1,0
103,1143,0.6875,0.70312,3,1,0
104,1144,0.1875,0.20312,4,1,0
105,1145,0.6875,0.70312,4,1,0
106,1146,0.4375,0.45312,1,1,0
107,1147,0.9375,0.95312,1,1,0
108,1148,0.4375,0.45312,2,1,0
109,1149,0.9375,0.95312,2,1,0
110,1150,0.4375,0.45312,3,1,0
111,1151,0.9375,0.95312,3,1,0
112,1152,0.4375,0.45312,4,1,0
113,1153,0.9375,0.95312,4,1,0
290,1154,0.03125,0.046875,1,1,0
291,1155,0.53125,0.54688,1,1,0
292,1156,0.03125,0.046875,2,1,0
293,1157,0.53125,0.54688,2,1,0
294,1158,0.03125,0.046875,3,1,0
295,1159,0.53125,0.54688,3,1,0
296,1160,0.03125,0.046875,4,1,0
297,1161,0.53125,0.54688,4,1,0
298,1162,0.28125,0.29688,1,1,0
299,1163,0.78125,0.79688,1,1,0
300,1164,0.28125,0.29688,2,1,0
301,1165,0.78125,0.79688,2,1,0
302,1166,0.28125,0.29688,3,1,0
303,1167,0.78125,0.79688,3,1,0
304,1168,0.28125,0.29688,4,1,0
305,1169,0.78125,0.79688,4,1,0
306,1170,0.15625,0.17188,1,1,0
307,1171,0.65625,0.67188,1,1,0
308,1172,0.15625,0.17188,2,1,0
309,1173,0.65625,0.67188,2,1,0
310,1174,0.15625,0.17188,3,1,0
311,1175,0.65625,0.67188,3,1,0
312,1176,0.15625,0.17188,4,1,0
313,1177,0.65625,0.67188,4,1,0
