1,290,0,0.03125,1,1,0
5,291,0.5,0.53125,1,1,0
2,292,0,0.03125,2,1,0
6,293,0.5,0.53125,2,1,0
3,294,0,0.03125,3,1,0
7,295,0.5,0.53125,3,1,0
4,296,0,0.03125,4,1,0
8,297,0.5,0.53125,4,1,0
10,298,0.25,0.28125,1,1,0
11,299,0.75,0.78125,1,1,0
12,300,0.25,0.28125,2,1,0
13,301,0.75,0.78125,2,1,0
14,302,0.25,0.28125,3,1,0
15,303,0.75,0.78125,3,1,0
16,304,0.25,0.28125,4,1,0
17,305,0.75,0.78125,4,1,0
26,306,0.125,0.15625,1,1,0
27,307,0.625,0.65625,1,1,0
28,308,0.125,0.15625,2,1,0
29,309,0.625,0.65625,2,1,0
30,310,0.125,0.15625,3,1,0
31,311,0.625,0.65625,3,1,0
32,312,0.125,0.15625,4,1,0
33,313,0.625,0.65625,4,1,0
34,314,0.375,0.40625,1,1,0
35,315,0.875,0.90625,1,1,0
36,316,0.375,0.40625,2,1,0
37,317,0.875,0.90625,2,1,0
38,318,0.375,0.40625,3,1,0
39,319,0.875,0.90625,3,1,0
40,320,0.375,0.40625,4,1,0
41,321,0.875,0.90625,4,1,0
82,322,0.0625,0.09375,1,1,0
83,323,0.5625,0.59375,1,1,0
84,324,0.0625,0.09375,2,1,0
85,325,0.5625,0.59375,2,1,0
86,326,0.0625,0.09375,3,1,0
87,327,0.5625,0.59375,3,1,0
88,328,0.0625,0.09375,4,1,0
89,329,0.5625,0.59375,4,1,0
90,330,0.3125,0.34375,1,1,0
91,331,0.8125,0.84375,1,1,0
92,332,0.3125,0.34375,2,1,0
93,333,0.8125,0.84375,2,1,0
94,334,0.3125,0.34375,3,1,0
95,335,0.8125,0.84375,3,1,0
96,336,0.3125,0.34375,4,1,0
97,337,0.8125,0.84375,4,1,0
98,338,0.1875,0.21875,1,1,0
99,339,0.6875,0.71875,1,1,0
100,340,0.1875,0.21875,2,1,0
101,341,0.6875,0.71875,2,1,0
102,342,0.1875,0.21875,3,1,0
103,343,0.6875,0.71875,3,1,0
104,344,0.1875,0.21875,4,1,0
105,345,0.6875,0.71875,4,1,0
106,346,0.4375,0.46875,1,1,0
107,347,0.9375,0.96875,1,1,0
108,348,0.4375,0.46875,2,1,0
109,349,0.9375,0.96875,2,1,0
110,350,0.4375,0.46875,3,1,0
111,351,0.9375,0.96875,3,1,0
112,352,0.4375,0.46875,4,1,0
113,353,0.9375,0.96875,4,1,0
290,82,0.03125,0.0625,1,1,0
291,83,0.53125,0.5625,1,1,0
292,84,0.03125,0.0625,2,1,0
293,85,0.53125,0.5625,2,1,0
294,86,0.03125,0.0625,3,1,0
295,87,0.53125,0.5625,3,1,0
296,88,0.03125,0.0625,4,1,0
297,89,0.53125,0.5625,4,1,0
298,90,0.28125,0.3125,1,1,0
299,91,0.78125,0.8125,1,1,0
300,92,0.28125,0.3125,2,1,0
301,93,0.78125,0.8125,2,1,0
302,94,0.28125,0.3125,3,1,0
303,95,0.78125,0.8125,3,1,0
304,96,0.28125,0.3125,4,1,0
305,97,0.78125,0.8125,4,1,0
306,98,0.15625,0.1875,1,1,0
307,99,0.65625,0.6875,1,1,0
308,100,0.15625,0.1875,2,1,0
309,101,0.65625,0.6875,2,1,0
310,102,0.15625,0.1875,3,1,0
311,103,0.65625,0.6875,3,1,0
312,104,0.15625,0.1875,4,1,0
313,105,0.65625,0.6875,4,1,0
314,106,0.40625,0.4375,1,1,0
315,107,0.90625,0.9375,1,1,0
316,108,0.40625,0.4375,2,1,0
317,109,0.90625,0.9375,2,1,0
318,110,0.40625,0.4375,3,1,0
319,111,0.90625,0.9375,3,1,0
320,112,0.40625,0.4375,4,1,0
321,113,0.90625,0.9375,4,1,0
322,26,0.09375,0.125,1,1,0
323,27,0.59375,0.625,1,1,0
324,28,0.09375,0.125,2,1,0
325,29,0.59375,0.625,2,1,0
326,30,0.09375,0.125,3,1,0
327,31,0.59375,0.625,3,1,0
328,32,0.09375,0.125,4,1,0
329,33,0.59375,0.625,4,1,0
330,34,0.34375,0.375,1,1,0
331,35,0.84375,0.875,1,1,0
332,36,0.34375,0.375,2,1,0
333,37,0.84375,0.875,2,1,0
334,38,0.34375,0.375,3,1,0
335,39,0.84375,0.875,3,1,0
336,40,0.34375,0.375,4,1,0
337,41,0.84375,0.875,4,1,0
338,10,0.21875,0.25,1,1,0
339,11,0.71875,0.75,1,1,0
340,12,0.21875,0.25,2,1,0
341,13,0.71875,0.75,2,1,0
342,14,0.21875,0.25,3,1,0
343,15,0.71875,0.75,3,1,0
344,16,0.21875,0.25,4,1,0
345,17,0.71875,0.75,4,1,0
346,5,0.46875,0.5,1,1,0
347,2,0.96875,1,1,1,0
348,6,0.46875,0.5,2,1,0
349,3,0.96875,1,2,1,0
350,7,0.46875,0.5,3,1,0
351,4,0.96875,1,3,1,0
352,8,0.46875,0.5,4,1,0
353,1,0.96875,1,4,1,0
